"","Gender","Age","Occupation","City_Category","Stay_In_Current_City_Years","Martial_Status","Product_num","Purchase"
"600","M","26-35","7","2","3","0","26","304176"
"601","F","26-35","7","3","2","0","15","138586"
"602","M","26-35","0","2","4","0","29","227488"
"603","F","18-25","1","2","1","0","17","137275"
"604","M","18-25","0","1","4","0","94","751094"
"605","M","26-35","0","2","2","1","40","394269"
"606","M","26-35","17","3","4","1","88","1066019"
"607","M","26-35","1","2","4","0","211","2125649"
"608","F","36-45","12","3","3","1","21","167886"
"609","M","18-25","4","2","5","1","40","499212"
"610","M","51-55","2","3","3","1","23","235209"
"611","F","36-45","0","3","3","0","26","190723"
"612","F","0-17","10","3","3","0","128","982146"
"613","F","36-45","14","3","3","0","66","532661"
"614","M","36-45","17","3","4","1","179","1709673"
"615","M","46-50","17","3","3","0","16","198885"
"616","M","26-35","17","2","5","0","28","275857"
"617","F","0-17","10","3","5","0","46","397251"
"618","M","55+","17","3","5","1","85","764450"
"619","M","18-25","20","3","5","0","55","677599"
"620","M","36-45","12","2","3","1","199","1859760"
"621","M","26-35","6","3","2","1","47","539893"
"622","M","46-50","17","2","3","1","216","2205636"
"623","M","18-25","4","3","3","1","13","131509"
"624","F","36-45","0","1","3","1","73","704236"
"625","F","36-45","1","3","2","0","18","180949"
"626","M","26-35","2","3","1","1","38","231193"
"627","M","26-35","20","3","3","1","64","551849"
"628","M","36-45","20","1","3","0","27","306650"
"629","M","36-45","7","3","3","0","150","1824299"
"630","M","36-45","12","2","2","1","128","1188757"
"631","F","26-35","12","2","2","1","99","908219"
"632","M","26-35","4","2","3","1","42","469746"
"633","M","26-35","17","3","3","1","26","353477"
"634","M","36-45","7","2","3","0","281","2690827"
"635","M","18-25","20","3","4","0","76","680293"
"636","M","55+","13","3","4","0","14","111656"
"637","M","51-55","7","3","5","1","114","1125502"
"638","F","26-35","2","2","3","0","226","1416072"
"639","F","46-50","16","3","4","1","93","872384"
"640","F","51-55","13","3","2","0","31","281241"
"641","F","26-35","0","2","2","0","59","436639"
"642","F","26-35","0","3","5","0","65","541876"
"643","M","46-50","1","3","3","1","40","539185"
"644","M","18-25","4","2","3","0","64","581717"
"645","F","26-35","7","1","2","0","56","652574"
"646","M","36-45","18","3","3","1","94","940121"
"647","M","18-25","2","3","5","1","16","121611"
"648","F","18-25","0","3","3","0","62","570717"
"649","M","26-35","18","3","3","1","103","819675"
"650","F","26-35","3","3","3","0","22","263293"
"651","M","26-35","17","2","3","0","243","2553500"
"652","M","26-35","12","2","4","1","54","408062"
"653","M","18-25","4","3","1","0","87","987626"
"654","M","36-45","7","3","5","1","24","318106"
"655","M","26-35","20","1","5","0","214","1527014"
"656","M","26-35","17","3","5","0","50","694502"
"657","M","26-35","20","3","2","1","23","154053"
"658","M","18-25","16","2","2","1","221","1657010"
"659","M","51-55","2","2","2","1","108","975980"
"660","M","26-35","0","1","1","1","558","4997527"
"661","M","36-45","16","3","5","1","47","519796"
"662","M","26-35","12","3","2","0","21","187350"
"663","M","36-45","7","3","4","1","21","220000"
"664","M","26-35","4","3","2","0","46","558706"
"665","M","26-35","4","1","4","1","22","284753"
"666","M","26-35","4","1","2","1","80","621455"
"667","M","18-25","4","1","2","1","13","145581"
"668","F","26-35","7","3","5","0","182","1663605"
"669","M","55+","13","3","3","1","20","189305"
"670","F","51-55","0","1","1","1","71","608741"
"671","M","26-35","12","3","4","0","105","1087579"
"672","M","36-45","11","2","3","1","60","603348"
"673","F","26-35","0","1","1","1","342","3630129"
"674","M","36-45","12","1","5","1","38","416148"
"675","M","18-25","4","1","5","0","17","136717"
"676","F","18-25","1","1","3","0","120","1097772"
"677","F","51-55","6","1","4","1","75","652645"
"678","M","18-25","4","1","2","0","135","1319731"
"679","M","51-55","17","3","2","1","18","226386"
"680","F","18-25","4","2","1","0","41","350247"
"681","M","36-45","7","2","3","1","258","1994097"
"682","F","55+","1","3","3","1","11","102199"
"683","F","36-45","8","3","3","0","39","320894"
"684","M","26-35","4","3","1","1","73","683687"
"685","M","36-45","20","2","3","0","76","575402"
"686","M","36-45","7","3","2","0","36","401749"
"687","M","26-35","0","3","3","0","5","58136"
"688","M","18-25","0","3","2","0","48","272758"
"689","M","26-35","20","1","5","0","500","4647555"
"690","M","26-35","18","1","5","0","84","847538"
"691","M","26-35","0","2","3","0","164","1789386"
"692","M","36-45","7","2","4","0","136","1379049"
"693","M","18-25","4","2","3","0","240","2766413"
"694","M","18-25","0","2","2","0","54","550655"
"695","M","26-35","11","3","1","0","23","191972"
"696","M","18-25","2","3","3","0","91","931410"
"697","M","0-17","0","3","5","0","17","137864"
"698","M","18-25","0","2","1","0","127","1098464"
"699","F","36-45","9","2","2","0","358","3513729"
"700","M","26-35","12","2","5","0","32","319721"
"701","M","26-35","12","3","4","1","13","117807"
"702","M","51-55","13","2","3","1","77","783178"
"703","M","55+","11","1","2","0","35","377755"
"704","F","26-35","9","3","1","1","40","316709"
"705","M","36-45","11","2","5","1","146","1211978"
"706","M","26-35","6","3","5","0","94","727474"
"707","M","36-45","12","3","1","0","92","1164036"
"708","M","26-35","0","3","5","1","33","357739"
"709","M","46-50","3","1","1","1","353","2708543"
"710","M","26-35","7","2","5","0","91","851922"
"711","M","36-45","16","3","2","1","63","613928"
"712","M","26-35","7","3","2","1","24","202311"
"713","M","26-35","14","1","4","0","210","1989713"
"714","M","18-25","12","3","1","1","72","770408"
"715","M","0-17","19","1","3","0","129","1268781"
"716","M","18-25","17","3","2","0","23","228690"
"717","M","36-45","12","3","4","0","76","952765"
"718","M","26-35","14","3","2","0","23","249231"
"719","M","26-35","5","3","2","1","42","270271"
"720","M","18-25","0","3","2","0","23","291407"
"721","F","0-17","2","1","3","0","76","566838"
"722","M","26-35","17","2","3","0","150","1590080"
"723","M","0-17","10","3","3","0","12","99552"
"724","F","18-25","19","2","4","0","244","1964563"
"725","M","18-25","4","3","5","1","19","246522"
"726","M","26-35","0","3","5","0","47","449466"
"727","M","36-45","18","2","1","0","250","1991502"
"728","F","36-45","9","2","5","1","31","301112"
"729","F","26-35","17","3","4","0","16","167709"
"730","F","26-35","3","1","4","0","572","3917492"
"731","M","0-17","10","3","2","0","137","1220608"
"732","M","36-45","7","3","4","0","100","1088843"
"733","F","36-45","0","2","4","1","70","709695"
"734","M","36-45","0","3","3","0","22","257775"
"735","M","26-35","12","1","2","0","267","2295741"
"736","M","36-45","7","3","4","1","20","191003"
"737","F","55+","3","3","2","0","57","405055"
"738","M","55+","15","1","5","1","29","300165"
"739","M","18-25","7","3","4","0","11","153508"
"740","M","0-17","10","3","3","0","23","280667"
"741","M","18-25","10","3","4","0","15","168970"
"742","M","18-25","20","3","3","0","79","901095"
"743","M","26-35","17","2","2","0","214","2157012"
"744","F","26-35","7","3","4","1","25","203221"
"745","M","26-35","12","3","2","0","95","995626"
"746","M","26-35","12","3","3","1","30","348155"
"747","M","46-50","17","3","5","1","40","393399"
"748","M","18-25","4","2","3","1","427","3390787"
"749","F","51-55","1","3","1","0","13","116906"
"750","M","18-25","12","3","3","0","55","560236"
"751","M","26-35","6","2","4","0","26","259326"
"752","M","18-25","4","1","5","0","122","1214998"
"753","M","0-17","17","3","2","0","11","108492"
"754","F","26-35","3","2","2","0","58","442325"
"755","M","18-25","19","2","2","0","270","1963189"
"756","M","18-25","17","3","5","0","93","1214773"
"757","M","26-35","0","2","3","1","27","215026"
"758","M","26-35","17","2","4","0","294","3035882"
"759","M","55+","1","3","5","0","15","154112"
"760","M","26-35","4","1","3","0","71","880030"
"761","M","18-25","0","3","2","0","16","136635"
"762","M","18-25","19","3","5","0","63","788657"
"763","M","26-35","0","3","3","0","37","489084"
"764","M","18-25","4","3","3","0","61","559799"
"765","M","26-35","0","3","2","0","114","1129232"
"766","M","18-25","1","2","4","1","59","528098"
"767","M","26-35","17","3","2","0","9","143574"
"768","M","36-45","7","2","2","0","183","1932242"
"769","M","26-35","17","2","3","0","54","528563"
"770","F","36-45","14","3","2","0","84","768617"
"771","M","51-55","20","3","3","1","24","194722"
"772","F","36-45","14","2","2","0","80","559717"
"773","M","51-55","6","2","5","1","239","1875759"
"774","F","51-55","7","3","2","0","46","387544"
"775","F","26-35","20","3","2","1","184","1530439"
"776","F","26-35","5","3","4","1","22","226534"
"777","F","26-35","20","3","5","0","164","1374315"
"778","M","26-35","16","2","2","0","295","3136298"
"779","M","18-25","4","3","1","0","31","428406"
"780","M","26-35","20","3","1","0","22","201161"
"781","M","36-45","12","2","2","0","47","406830"
"782","M","36-45","0","3","4","1","35","442383"
"783","M","18-25","4","3","3","0","15","152094"
"784","M","26-35","7","2","2","1","161","1282092"
"785","M","26-35","17","3","2","0","55","505430"
"786","M","26-35","12","3","5","0","73","833537"
"787","M","51-55","0","1","1","1","36","392216"
"788","M","26-35","6","3","3","0","48","458367"
"789","M","18-25","4","3","2","1","34","210154"
"790","F","18-25","4","2","2","0","21","270433"
"791","M","46-50","0","3","3","0","121","1096236"
"792","M","18-25","4","2","3","0","226","2439162"
"793","M","18-25","4","3","3","0","94","957532"
"794","M","36-45","7","1","2","0","31","403459"
"795","M","36-45","7","1","2","0","64","729580"
"796","M","18-25","2","3","3","0","11","82484"
"797","F","26-35","1","2","1","1","168","1298399"
"798","M","26-35","0","3","2","0","68","573374"
"799","M","36-45","12","1","3","1","178","1537055"
"800","M","55+","1","3","5","1","21","151520"
"801","F","36-45","1","3","2","1","17","177886"
"802","M","46-50","2","3","5","1","13","133784"
"803","M","18-25","4","3","3","0","66","522927"
"804","M","0-17","19","1","3","0","83","982003"
"805","M","36-45","7","1","4","0","96","912814"
"806","F","46-50","0","3","3","1","22","273285"
"807","M","18-25","2","3","5","0","100","675478"
"808","M","36-45","7","3","2","1","11","126492"
"809","F","36-45","12","3","1","0","31","312462"
"810","M","55+","0","3","2","0","14","113536"
"811","M","26-35","11","1","5","0","41","209334"
"812","M","55+","7","3","2","1","38","420686"
"813","M","51-55","17","3","1","0","95","1062593"
"814","M","26-35","0","1","3","0","435","4681205"
"815","F","26-35","3","3","2","1","137","1263014"
"816","F","51-55","14","3","2","0","15","125438"
"817","F","18-25","0","2","4","0","17","162002"
"818","M","26-35","7","2","3","1","65","541172"
"819","M","26-35","0","2","4","1","50","478726"
"820","F","18-25","0","1","3","0","29","281780"
"821","M","26-35","5","3","4","1","138","1437863"
"822","F","26-35","7","2","2","1","29","194185"
"823","M","26-35","15","2","1","0","30","346688"
"824","M","26-35","3","2","3","1","69","429963"
"825","M","36-45","0","1","4","1","294","2589159"
"826","M","18-25","4","2","2","0","45","512132"
"827","M","26-35","5","3","2","0","15","139605"
"828","M","26-35","17","2","5","0","59","775330"
"829","F","26-35","16","2","2","0","290","2170792"
"830","F","18-25","2","1","3","1","338","2523649"
"831","F","46-50","6","2","2","0","31","291934"
"832","M","36-45","17","3","4","1","41","396537"
"833","M","36-45","14","2","5","0","107","1054281"
"834","M","26-35","12","2","5","1","84","717817"
"835","M","18-25","0","3","1","0","21","139334"
"836","M","26-35","7","3","1","0","54","456026"
"837","M","36-45","7","1","1","1","65","536555"
"838","M","26-35","7","3","5","0","37","573662"
"839","F","26-35","0","2","4","0","67","619469"
"840","M","36-45","1","3","5","1","27","325327"
"841","M","0-17","10","3","3","0","17","158295"
"842","M","46-50","12","3","2","1","26","234292"
"843","M","51-55","17","3","5","0","42","267776"
"844","M","18-25","20","1","5","1","497","4255176"
"845","F","26-35","1","2","5","1","19","130044"
"846","M","0-17","10","2","2","0","26","274106"
"847","M","51-55","1","2","4","1","59","602870"
"848","M","55+","6","3","4","1","100","941438"
"849","M","46-50","15","3","3","1","13","96230"
"850","M","0-17","10","3","5","0","43","432304"
"851","M","26-35","4","2","2","0","64","817562"
"852","M","26-35","0","2","2","1","355","3367907"
"853","M","18-25","2","3","3","0","23","273903"
"854","M","46-50","16","3","2","0","27","230568"
"855","M","36-45","17","1","2","0","64","690889"
"856","M","18-25","14","1","2","0","526","4054112"
"857","M","18-25","2","3","5","0","45","632518"
"858","F","36-45","14","3","1","0","21","175465"
"859","M","0-17","10","3","4","0","55","615705"
"860","M","36-45","0","1","3","0","32","367801"
"861","F","55+","0","3","3","1","22","190258"
"862","F","55+","16","2","4","1","53","468406"
"863","F","0-17","10","3","2","0","46","492212"
"864","M","46-50","20","1","2","0","822","5499812"
"865","M","18-25","4","3","5","0","119","1312879"
"866","M","26-35","1","3","5","0","131","1246542"
"867","M","36-45","0","3","2","0","15","178376"
"868","M","18-25","4","3","1","0","39","519660"
"869","M","51-55","1","3","2","1","38","281635"
"870","M","18-25","15","3","4","1","40","365772"
"871","M","26-35","6","2","5","0","100","974511"
"872","M","26-35","7","2","3","0","13","146280"
"873","F","26-35","1","2","4","1","186","1467215"
"874","F","55+","13","3","3","1","14","102335"
"875","F","55+","0","3","1","1","15","111445"
"876","M","55+","0","3","2","1","10","120497"
"877","M","55+","13","3","3","1","49","424531"
"878","M","36-45","20","2","5","0","142","1226470"
"879","F","46-50","12","3","2","0","75","827760"
"880","M","0-17","10","3","2","0","11","92164"
"881","F","46-50","6","3","2","1","14","175054"
"882","F","51-55","1","1","4","0","20","184252"
"883","M","46-50","7","3","3","0","44","468996"
"884","F","51-55","0","2","2","1","96","864312"
"885","M","51-55","0","2","4","1","312","3102034"
"886","F","36-45","2","2","2","0","34","282647"
"887","M","26-35","0","3","3","0","27","288043"
"888","F","36-45","9","3","3","0","33","303237"
"889","M","26-35","7","3","3","0","51","441432"
"890","F","26-35","1","2","2","1","29","349383"
"891","M","51-55","6","3","3","1","22","273438"
"892","F","46-50","1","3","2","0","77","561982"
"893","F","36-45","1","3","2","0","178","1604795"
"894","M","18-25","4","3","5","0","51","542123"
"895","M","26-35","17","2","2","0","88","855629"
"896","M","55+","16","2","3","1","208","2096679"
"897","M","26-35","7","3","4","1","27","199197"
"898","M","51-55","17","3","2","1","109","1139632"
"899","F","36-45","3","1","3","0","39","264203"
"900","M","0-17","10","3","2","0","65","703571"
"901","F","26-35","20","3","2","1","110","751027"
"902","F","55+","16","3","5","1","128","1223808"
"903","M","26-35","15","1","2","0","197","1951286"
"904","M","26-35","5","3","2","1","52","549743"
"905","F","55+","1","3","1","0","87","788738"
"906","F","36-45","6","3","1","0","10","121848"
"907","M","46-50","1","3","4","1","33","309642"
"908","F","36-45","7","1","1","0","282","1951984"
"909","M","18-25","4","3","5","0","47","448791"
"910","M","26-35","15","1","3","1","201","2182146"
"911","F","26-35","20","3","3","0","96","900006"
"912","M","0-17","10","3","5","0","75","607306"
"913","M","18-25","20","3","2","0","19","110552"
"914","F","51-55","6","3","5","1","16","146316"
"915","F","46-50","12","3","1","1","43","409682"
"916","M","36-45","0","1","4","1","29","289863"
"917","M","46-50","7","3","4","0","101","916273"
"918","M","36-45","7","3","2","1","18","204338"
"919","M","18-25","0","3","1","0","8","62236"
"920","M","51-55","17","2","5","1","207","2737493"
"921","M","36-45","7","3","5","1","31","329152"
"922","M","46-50","2","2","5","1","14","158099"
"923","M","55+","16","3","1","1","96","848365"
"924","M","51-55","20","2","2","1","118","1531964"
